,Review_text,Sentiment_NLTK_numeric
7359,Poor quality shuttle breaks in single dayREAD MORE,0
7361,good  qualityREAD MORE,1
7362,it's not good qualityREAD MORE,0
7363,Nice product and speed delivered....READ MORE,1
7366,Nice one!!!READ MORE,1
7367,good excellent performance.READ MORE,1
7368,Awesome productREAD MORE,1
7370,Best shuttle for intermediate level..READ MORE,1
7371,Nice productREAD MORE,1
7372,Superb product in this price. Really all shuttles are good . Too good in this price.READ MORE,1
7373,Great product with very good priceREAD MORE,1
7375,Good product...lasts two days of powerful gamesREAD MORE,1
7376,Good quality but high rateREAD MORE,1
7377,Great value for money deal...on time delivery and cheapest in the marketREAD MORE,1
7379,Good productREAD MORE,1
7381,"Checked the product on the official site. It is genuine. I am more pleased by the quick delivery, within 2 days. Excellent service.READ MORE",1
7383,Good one👌READ MORE,1
7386,Worst shuttle by flipkart servicesREAD MORE,0
7391,Good quality shuttle with a long lasting quality.READ MORE,1
7392,Excellent condition and productREAD MORE,1
7393,Original shuttles.READ MORE,1
7394,excellent shuttle.READ MORE,1
7395,Superb for regular practice. Good accuracy and appropriate weight.READ MORE,1
7397,Super productREAD MORE,1
7398,Excellent productREAD MORE,1
7399,In nylon shuttle s 350 or 300 are ok bestREAD MORE,1
7400,very good qualityREAD MORE,1
7403,"The only reason I bought it online was beaucse if the price. Quality is good as any mavis 350 shuttles. If you find within 700 Rs, go for itREAD MORE",1
7404,Good one and lastingREAD MORE,1
7405,very nice product marvis 350.READ MORE,1
7409,Gud product.. Thank you flipkart.. 👍READ MORE,1
7412,good prdtREAD MORE,1
7414,It is a okay product. The cork at the bottom wears out soon and the top part gets torn too soon. Have doubts whether it is originalREAD MORE,0
7415,100 percent original shuttles from flipkart at very good price.READ MORE,1
7419,Good qualityREAD MORE,1
7420,Good one and original.READ MORE,1
7421,Not good for good playersREAD MORE,0
7422,Good  quality .READ MORE,1
7423,Shuttle is good overall.READ MORE,1
7426,Great product... I'm extremely happy with the product... A great buy indeed...READ MORE,1
7428,"One of the best shuttle for intermediate players, slow and steady.READ MORE",1
7429,I have bought it twice and it is really cool. Worth buying online. Especially when there is offerREAD MORE,1
7435,Flipkart service is good but the product quality is not good it is damaging at the bottomREAD MORE,1
7439,Good productREAD MORE,1
7440,Good buy!!READ MORE,1
7441,I am all ways buying this shuttle from this seller only and I am all ways getting  good product but this time I got two defective shuttle in  which base was cracked and delivery time was also very much it had take near by one week(8days) to deliver .READ MORE,0
7442,Mavis 350 best for out door playIt is durable can play 40 gamesREAD MORE,1
7446,Good shuttleREAD MORE,1
7449,this is nonsense product . He cheated meREAD MORE,0
7451,Nice productREAD MORE,1
7453,Not of good quality..READ MORE,0
7454,Economic sir please very good very economic everybody go for it niceREAD MORE,1
7455,Good productREAD MORE,1
7456,Good oneREAD MORE,1
7457,Good one to buyREAD MORE,1
7462,Awesome item for this price. We play on hard surface in our housing society.... We hit a lot of smashes.... We can play with 1 shuttlecock for 4 days maximum.READ MORE,1
7463,a good onewe played continuously 15 daysvalue of moneysatisfied with this productREAD MORE,1
7466,"This one was not seems to be original, flight and speed variation was there compared to the original .READ MORE",1
7467,Good quality.... Good flight... Last for 4or 5 games with same flight and speed..READ MORE,1
7470,Good quality but  the shuttlecock got destroyed in an weekREAD MORE,0
7471,Nice qualityREAD MORE,1
7473,It sucks I've got 6/6 shuttles Worthless piece of junkREAD MORE,0
7475,"It a nice one  No wastage of money , right utilization of moneyREAD MORE",1
7477,The packing is very good and the rate is moderateREAD MORE,1
7482,Good to playREAD MORE,1
7483,Original product I recommend.READ MORE,1
7485,"Good, original productREAD MORE",1
7487,Good productREAD MORE,1
7488,Good productREAD MORE,1
7491,Good product and serviceREAD MORE,1
7492,Best Deal on proven product.READ MORE,1
7493,Thanks to flip cart for before expected deliveryREAD MORE,1
7494,Best one... worthy for moneyREAD MORE,1
7495,Good but in the add  you have given mavis 350 1/2 Doz +3. Where is+3?READ MORE,1
7496,Best product.....no need to confuse....just buy it....READ MORE,1
7499,Nice productREAD MORE,1
7501,Good produtREAD MORE,1
7502,Its good in flipkart as its easy to order any thing.READ MORE,1
7503,"Worst product, wrong item sendREAD MORE",0
7505,Good quality productsREAD MORE,1
7506,Nice product ....I am really happy thanku FlipkartREAD MORE,1
7507,Nice productREAD MORE,1
7509,Nice productREAD MORE,1
7510,Very nice shuttleREAD MORE,1
7511,Best quality for tis rateREAD MORE,1
7512,Best quality 👍👍READ MORE,1
7513,Good product.READ MORE,1
7514,We play badminton on tar road. This shuttle is very durable and lasts a week on the road. Previously we used to use mavi2000i that used to spoil in 2 days.READ MORE,1
7516,Good shuttles and affordable priceREAD MORE,1
7517,Super quality good productREAD MORE,1
7518,Great quality!!READ MORE,1
7519,One of the best shuttlecock ever usedMust buy for everyoneREAD MORE,1
7520,It's great experience to buying yonex 350 from flipkart .flipkart five awesome offersREAD MORE,1
7521,Good productREAD MORE,1
7522,Good productREAD MORE,1
7523,"Good product ,I think it's original brandREAD MORE",1
7524,Product is good but price lil high. Waiting for sale season.READ MORE,1
7525,Nice shuttle. Thanks Flipkart for good packing and timely delivery.READ MORE,1
7526,Best qualityREAD MORE,1
7527,It's was totally original mavish 350 thanks a lotREAD MORE,1
7528,Good qualityREAD MORE,1
7529,Good  productREAD MORE,1
7531,Best from FlipkartREAD MORE,1
7534,Best hai bro...READ MORE,1
7535,Best shuttle fr outdoor.   . I love itREAD MORE,1
7536,This is  an imitation of original mavis 350.I have been playing with mavis for 10 yrs now.READ MORE,1
7537,Good for indoors!READ MORE,1
7538,This product is good and dilevery boy also good.........READ MORE,1
7540,Best in Quality.READ MORE,1
7541,Quality is poor.  Few are not good at beginning.READ MORE,0
7542,Very disgusting product .READ MORE,0
7544,Poor qualityREAD MORE,0
7545,Good productREAD MORE,1
7547,Very good productREAD MORE,1
7552,Good product by yonexREAD MORE,1
7554,Nice productREAD MORE,1
7555,Good qualityREAD MORE,1
7556,Nice productREAD MORE,1
7557,Best shuttleREAD MORE,1
7558,Nice priceREAD MORE,1
7559,Great productREAD MORE,1
7560,Nice and genuine productREAD MORE,1
7561,Good product but rate is highREAD MORE,1
7567,ideal for beginner and intermediate level players. Lasts longer.READ MORE,1
7569,Bad qualityREAD MORE,0
7570,Nice Product...READ MORE,1
7571,Good qualityREAD MORE,1
7574,Not so good...very poor quality.READ MORE,1
7575,Good productBut doesn't have life for long time 🤣🤣READ MORE,1
7576,very bad qualityREAD MORE,0
7579,Good productREAD MORE,1
7583,Nice durabilityREAD MORE,1
7584,Best shuttle in good priceREAD MORE,1
7585,The product was well packed n contained Mavis 350 shuttles only n were brand new. Delivered with 24 hours. Happy with the purchaseREAD MORE,1
7586,Nice very good productREAD MORE,1
7587,Good packing and delivery. Product original and Yonex 350 always better to buy  for senior playersREAD MORE,1
7588,"Fast delivery, good packing and 100% originalREAD MORE",1
7591,Mavis 350 good but Coriyar not good every time ask moneyREAD MORE,1
7592,Best badminton experience ever.READ MORE,1
7594,I loved itREAD MORE,1
7595,Nice productREAD MORE,1
7596,"Shuttlecock quality is okay, lasts only for 2-3 games (doubles/21 point) after which it wobblesREAD MORE",1
7597,Thanks to Ekart boy.. good serviceREAD MORE,1
7598,Good product buy less than 650READ MORE,1
7599,good priceREAD MORE,1
7600,Nice product and the shuttles are superREAD MORE,1
7601,"Nice one, go for it.READ MORE",1
7606,The product is awesome and the delivery boy delivered the product on time and he was very nice person.READ MORE,1
7608,Best price in all yonex suttleREAD MORE,1
7613,I felt difference in shuttle quality comparing with offline store..I doubt product authenticity..READ MORE,0
7615,"Genuine and good product, Best Service by FlipkartREAD MORE",1
7618,Nice one with affordable priceREAD MORE,1
7619,Good oneREAD MORE,1
7620,I am satisfied with ur serviceREAD MORE,1
7621,Best for professionalsREAD MORE,1
7625,Very good qualityREAD MORE,1
7626,It is good in qualityPerformance is goodBut life time is shortREAD MORE,1
7627,Great suttle by yonexREAD MORE,1
7628,Very bad productREAD MORE,0
7629,Good quality product thanks for yonexREAD MORE,1
7630,Its good for professionals.. for beginners it will have less life.. u can get it running only for 3 days..READ MORE,1
7632,Very good productREAD MORE,1
7635,This is worth buying trust me!.READ MORE,1
7638,Good and delivered as mentionedREAD MORE,1
7640,price is lower than other sellersbut it is slower than mavis 10 blue capREAD MORE,0
7642,Good qualityREAD MORE,1
7643,nice productREAD MORE,1
7644,Product is original & genuine. Simply super b.Thanks to flip kart.READ MORE,1
7645,"Worst product delivery from flipkart, flipkart is not bothering about customers, it's simply delivering unsealed and used products.READ MORE",0
7647,Nice product at lowest price..READ MORE,1
7648,Super productREAD MORE,1
7649,Good shuttles.READ MORE,1
7650,excellent product at low price...genuine... Loved it...READ MORE,1
7652,Fabulous productREAD MORE,1
7653,Best shuttles... Used for pro tournaments.... 1 shuttle can be used 2-3 days (rough use) intermediate playREAD MORE,1
7655,Satisfied with the quality. Good product.READ MORE,1
7656,nice and gud product no damage gudREAD MORE,0
7658,Very good quality was suppliedREAD MORE,1
7660,Nice one.. as quality concerns old dated manufacturingREAD MORE,1
7661,Good quality shuttle. OriginalREAD MORE,1
7662,Original product good quality 👍READ MORE,1
7663,packaging was very pathetic. the box containing the shuttle was deformed. proper packaging was required i guess.READ MORE,0
7666,Very nice to playREAD MORE,1
7667,Very good product..READ MORE,1
7668,Good one....READ MORE,1
7669,Good productREAD MORE,1
7670,Nice productREAD MORE,1
7671,"The seller is good, the product was new. And delivery was also on time.READ MORE",1
7672,Good productREAD MORE,1
7676,Good quality product!!!!READ MORE,1
7679,Good productREAD MORE,1
7687,Very good qualityREAD MORE,1
7690,Good productREAD MORE,1
7691,Top classREAD MORE,1
7692,It is not good so very loseREAD MORE,0
7693,Good productREAD MORE,1
7694,Good pankigREAD MORE,1
7696,Product is good. Improvement required in delivery time.READ MORE,1
7697,Thank you flipkart for my return and great shuttle to play in outdoorREAD MORE,1
7699,Shuttles speed is proper. Quality is not great. Two hours of play n the shuttle is totally in a devasted condition . Good but not great is the conclusion . Would I buy again is a question to think about.READ MORE,0
7700,Nice productREAD MORE,1
7701,good productREAD MORE,1
7703,Original Yonex shuttle. It's flight is good even after using for more than 10 games.READ MORE,1
7704,Too bad don't buyREAD MORE,0
7706,Good productREAD MORE,1
7707,Good to purchaseREAD MORE,1
7709,Good enough for the priceREAD MORE,1
7711,Nice qualityREAD MORE,1
7712,Best for playing...slightly faster than feather shuttles...but gr8 than other nylon shuttles ...READ MORE,1
7715,Product is very nice delivery is very badREAD MORE,1
7716,Best everREAD MORE,1
7717,"Arrived on time, good productREAD MORE",1
7719,"I think, it is perfect shuttle 4 beginners n regular practice.READ MORE",1
7720,Very good productREAD MORE,1
7721,Nice productREAD MORE,1
